method,question_id,question_text,question_type,legal_topic,answerability,gold_corpus_ids,rank,retrieved_corpus_id,score,hit,retrieved_article_number,retrieved_unit_number,retrieved_answer_source,retrieved_text
TF-IDF+LSA,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,4,UZLLC-LC-A165-U04,0.35834065387484754,False,165,4,"Oʻzbekiston Respublikasining Mehnat kodeksi, 165-modda, U04","Xodimni ogohlantirish muddati ichida, bundan mehnatga oid munosabatlarni uning aybli harakatlari (harakatsizligi) munosabati bilan tugatish toʻgʻrisidagi ogohlantirish mustasno, xodimga boshqa ish qidirish uchun haftada kamida bir kun shu vaqt uchun ish haqi saqlangan holda ishga chiqmaslik huquqi beriladi."
TF-IDF+LSA,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,5,UZLLC-LC-A165-U05,0.35616753010508984,False,165,5,"Oʻzbekiston Respublikasining Mehnat kodeksi, 165-modda, U05","Xodimni ogohlantirish muddatiga xodimning vaqtincha mehnatga qobiliyatsizlik davrlari, shuningdek uning davlat yoki jamoat majburiyatlarini bajargan vaqti kiritilmaydi, bundan mehnatga oid munosabatlarning tashkilot (uning alohida boʻlinmasi) tugatilganligi munosabati bilan tugatilishi mustasno."
TF-IDF+LSA,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,6,UZLLC-LC-A23-U01,0.3253816092540124,False,23,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 23-modda, U01",Ish beruvchi tashkilotlarning mehnatga oid huquq layoqati va muomala layoqati ular belgilangan tartibda davlat roʻyxatidan oʻtkazilgan paytdan eʼtiboran vujudga keladi. Tashkilotlar alohida boʻlinmalarining mehnatga oid huquq layoqati ularning faoliyatini tartibga soluvchi nizomlar tasdiqlangan paytdan eʼtiboran vujudga keladi. Yakka tartibdagi tadbirkor boʻlgan ish beruvchining mehnatga oid huquq layoqati va muomala layoqati u yakka tartibdagi tadbirkor sifatida roʻyxatga olingan paytdan eʼtibo
TF-IDF+LSA,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,7,UZLLC-LC-A248-U01,0.256369964142643,False,248,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 248-modda, U01","Ish haqi asosiy (bazaviy) va qoʻshimcha (oʻzgaruvchan) qismlardan iborat boʻladi. Ish haqining asosiy (bazaviy) qismi ushbu ish beruvchida amalda boʻlgan mehnatga haq toʻlash tizimi asosida belgilanadi va qonunchilikda belgilangan mehnatga haq toʻlashning eng kam miqdoridan kam boʻlmasligi kerak. Ish haqining asosiy (bazaviy) qismi uning doimiy tarkibiy qismi boʻlib, xodimga belgilangan mehnat normalariga (tarif stavkalariga, maoshlarga) koʻra haqiqatda ishlab berilgan vaqt yoki haqiqatda bajari"
TF-IDF+LSA,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,8,UZLLC-LC-A19-U01,0.2544728064242236,False,19,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 19-modda, U01","Xodim va ish beruvchi yakka tartibdagi mehnatga oid munosabatlarning subyektlaridir. Mehnatga oid huquq layoqatiga va muomala layoqatiga ega boʻlgan, ushbu Kodeksda belgilangan yoshga yetgan hamda ish beruvchi bilan mehnat shartnomasi tuzgan Oʻzbekiston Respublikasi fuqarolari, shuningdek chet el fuqarolari va fuqaroligi boʻlmagan shaxslar xodimlar boʻlishi mumkin. Quyidagilar ish beruvchilar sifatida ish yuritishi mumkin: mulkchilik shaklidan va idoraviy mansubligidan qatʼi nazar, tashkilotlar;"
TF-IDF+LSA,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,9,UZLLC-LC-A10-U01,0.23861517584069042,False,10,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 10-modda, U01","Mehnat toʻgʻrisidagi qonunchilik ushbu Kodeksdan hamda yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bogʻliq boʻlgan ijtimoiy munosabatlarni tartibga soluvchi boshqa qonunchilik hujjatlaridan iboratdir. Agar Oʻzbekiston Respublikasining xalqaro shartnomasida xodimlar uchun Oʻzbekiston Respublikasining mehnat toʻgʻrisidagi qonunchiligiga yoki mehnat haqidagi boshqa huquqiy hujjatlarga nisbatan imtiyozliroq qoidalar belgilangan boʻlsa, xalqaro shartnoma qoidalari qoʻllaniladi"
TF-IDF+LSA,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,10,UZLLC-LC-A161-U03,0.22991132411155202,False,161,3,"Oʻzbekiston Respublikasining Mehnat kodeksi, 161-modda, U03",Mehnat shartnomasini ushbu modda ikkinchi qismining 2 va 3-bandlariga koʻra bekor qilishga ushbu Kodeks 144-moddasining talablariga rioya etilgan holda yoʻl qoʻyiladi.
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,1,UZLLC-LC-A161-U01,0.32140149677495233,False,161,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 161-modda, U01","Nomuayyan muddatga tuzilgan mehnat shartnomasini, shuningdek muddati tugaguniga qadar muddatli mehnat shartnomasini ish beruvchining tashabbusiga koʻra bekor qilish asoslangan boʻlishi kerak."
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,2,UZLLC-LC-A216-U01,0.31956662047670814,False,216,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 216-modda, U01","Har yilgi mehnat taʼtili dam olish va ishlash qobiliyatini tiklash uchun ish oʻrni (lavozimi) hamda oʻrtacha ish haqi saqlab qolingan holda xodim ishdan ozod etiladigan, xodimga har yili ish yili davomida beriladigan vaqt davridir. Barcha xodimlar, shu jumladan oʻrindoshlik asosida ishlaydigan xodimlar har yilgi mehnat taʼtiliga chiqish huquqiga ega. Har yilgi mehnat taʼtilining turlari quyidagilardan iborat: asosiy mehnat taʼtili (har yilgi asosiy eng kam yoki har yilgi asosiy uzaytirilgan); us"
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,3,UZLLC-LC-A3-U01,0.3152764862521241,False,3,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 3-modda, U01","Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bogʻliq boʻlgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat: mehnat huquqlarining tengligi, mehnat va mashgʻulotlar sohasida kamsitishni taqiqlash; mehnat erkinligi va majburiy mehnatni taqiqlash; mehnat sohasidagi ijtimoiy sheriklik; mehnat huquqlari taʼminlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi; xodimning huquqiy holati yomonlashishiga yoʻ"
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,4,UZLLC-LC-A161-U03,0.30361933711958167,False,161,3,"Oʻzbekiston Respublikasining Mehnat kodeksi, 161-modda, U03",Mehnat shartnomasini ushbu modda ikkinchi qismining 2 va 3-bandlariga koʻra bekor qilishga ushbu Kodeks 144-moddasining talablariga rioya etilgan holda yoʻl qoʻyiladi.
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,5,UZLLC-LC-A222-U01,0.2943672448457292,False,222,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 222-modda, U01","Har yilgi mehnat taʼtilining umumiy davomiyligini hisoblab chiqarishda qoʻshimcha taʼtillar har yilgi asosiy eng kam taʼtil yoki har yilgi asosiy uzaytirilgan taʼtilga qoʻshib jamlanadi. Barcha hollarda qonunchilik bilan belgilangan taʼtillarni jamlashda ularning davomiyligi bir ish yili uchun ellik olti kalendar kundan oshib ketishi mumkin emas. Ushbu moddaning ikkinchi qismida nazarda tutilgan cheklov qonunchilikda nazarda tutilmagan, jamoa kelishuvlarida, shuningdek jamoa shartnomasida, ish b"
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,6,UZLLC-LC-A133-U01,0.27907643430762546,False,133,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 133-modda, U01",Mehnat shartnomasini oʻzgartirish asoslari quyidagilardan iborat: mehnat shartlarining oʻzgarishi; xodimning boshqa ishga oʻtkazilishi; ish beruvchining boshqa joyga koʻchishi munosabati bilan joyning oʻzgarishi; xodimning boshqa ish beruvchiga vaqtincha xizmat safariga yuborilishi; mehnat shartnomasida shart qilib koʻrsatilgan ish joyining oʻzgarishi.
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,7,UZLLC-LC-A248-U01,0.2789128837731964,False,248,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 248-modda, U01","Ish haqi asosiy (bazaviy) va qoʻshimcha (oʻzgaruvchan) qismlardan iborat boʻladi. Ish haqining asosiy (bazaviy) qismi ushbu ish beruvchida amalda boʻlgan mehnatga haq toʻlash tizimi asosida belgilanadi va qonunchilikda belgilangan mehnatga haq toʻlashning eng kam miqdoridan kam boʻlmasligi kerak. Ish haqining asosiy (bazaviy) qismi uning doimiy tarkibiy qismi boʻlib, xodimga belgilangan mehnat normalariga (tarif stavkalariga, maoshlarga) koʻra haqiqatda ishlab berilgan vaqt yoki haqiqatda bajari"
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,8,UZLLC-LC-A2-U01,0.2717975393417358,False,2,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 2-modda, U01","Ushbu Kodeksning asosiy vazifalari quyidagilardan iborat: xodimlar mehnat huquqlari va erkinliklarining, shu jumladan mehnat qilishga, erkin ish tanlashga, adolatli va xavfsiz mehnat sharoitlariga hamda ishsizlikdan himoyalanishga boʻlgan huquqining davlat kafolatlarini belgilash; ish beruvchilarning kadrlarni tanlash, joy-joyiga qoʻyish va samarali mehnat jarayonini tashkil etish sohasidagi huquqlari amalga oshirilishini taʼminlash; mehnat sohasida ijtimoiy sheriklikni ragʻbatlantirish va rivoj"
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,9,UZLLC-LC-A217-U01,0.2703574635912888,False,217,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 217-modda, U01",Har yilgi asosiy eng kam mehnat taʼtilining davomiyligi yigirma bir kalendar kunni tashkil etadi.
TF-IDF+LSA,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,10,UZLLC-LC-A161-U04,0.2643417586337238,False,161,4,"Oʻzbekiston Respublikasining Mehnat kodeksi, 161-modda, U04","Mehnat shartnomasini xodimning aybli harakatlari (harakatsizligi) uchun bekor qilish intizomiy jazo chorasi boʻlib, u ushbu Kodeksda belgilangan intizomiy jazolarni qoʻllash tartibi va muddatlariga rioya etilgan holda amalga oshirilishi kerak."
TF-IDF+LSA,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,1,UZLLC-LC-A103-U01,0.7159544210484815,True,103,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 103-modda, U01","Mehnat shartnomasi xodim va ish beruvchi oʻrtasidagi taraflarning oʻzaro huquqlari hamda majburiyatlarini belgilovchi kelishuv boʻlib, unga muvofiq xodim ish beruvchining manfaatini koʻzlab, ushbu kelishuvda belgilangan mehnat vazifasini uning rahbarligi va nazorati ostida shaxsan bajarish, ichki mehnat qoidalariga rioya etish majburiyatini, ish beruvchi esa xodimga shartlashilgan mehnat vazifasi boʻyicha ish berish, xodimga ish haqini oʻz vaqtida hamda toʻliq miqdorda toʻlash, mehnat toʻgʻrisid"
TF-IDF+LSA,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,2,UZLLC-LC-A216-U01,0.3039915721037886,False,216,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 216-modda, U01","Har yilgi mehnat taʼtili dam olish va ishlash qobiliyatini tiklash uchun ish oʻrni (lavozimi) hamda oʻrtacha ish haqi saqlab qolingan holda xodim ishdan ozod etiladigan, xodimga har yili ish yili davomida beriladigan vaqt davridir. Barcha xodimlar, shu jumladan oʻrindoshlik asosida ishlaydigan xodimlar har yilgi mehnat taʼtiliga chiqish huquqiga ega. Har yilgi mehnat taʼtilining turlari quyidagilardan iborat: asosiy mehnat taʼtili (har yilgi asosiy eng kam yoki har yilgi asosiy uzaytirilgan); us"
TF-IDF+LSA,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,3,UZLLC-LC-A181-U01,0.2842271984254632,False,181,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 181-modda, U01","Xodim ichki mehnat tartib qoidalariga, smenalarga boʻlinib ishlash (ish) jadvallariga, boshqa ichki hujjatlarga yoki mehnat shartnomasi shartlariga muvofiq mehnat majburiyatlarini qaysi vaqt mobaynida bajarishi kerak boʻlsa, oʻsha vaqt ish vaqtidir. Ish vaqtiga quyidagilar kiradi: xodim mehnat majburiyatlarini haqiqatda bajargan vaqt; ushbu Kodeksda nazarda tutilgan vaqt davrlari (xodimning aybisiz bekor turib qolingan vaqt, texnologiya hamda ishlab chiqarish va mehnatni tashkil etish bilan bogʻ"
TF-IDF+LSA,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,4,UZLLC-LC-A201-U01,0.26004359015922746,False,201,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 201-modda, U01",Dam olish vaqti xodim mehnat majburiyatlarini bajarishdan ozod boʻlgan va oʻz ixtiyoriga koʻra foydalanishi mumkin boʻlgan vaqtdir. Dam olish vaqtining turlari quyidagilardan iborat: ish kuni (smena) davomidagi tanaffuslar; har kungi (smenalar oraligʻidagi) dam olish; dam olish kunlari (har haftalik uzluksiz dam olish); ishlanmaydigan bayram kunlari; har yilgi asosiy va qoʻshimcha mehnat taʼtillari; xodimning istagiga koʻra dam olish kunida yoki ishlanmaydigan bayram kunida ishlaganlik uchun kom
TF-IDF+LSA,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,5,UZLLC-LC-A241-U01,0.2486372620096175,False,241,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 241-modda, U01","Ish haqi saqlanmaydigan taʼtil deganda xodimning ish oʻrni (lavozimi) saqlanib qolgan holda haq toʻlanmaydigan taʼtil tushuniladi. Xodimning yozma arizasiga koʻra unga ish haqi saqlanmaydigan taʼtil berilishi mumkin boʻlib, uning davomiyligi xodim va ish beruvchi oʻrtasidagi kelishuvga koʻra belgilanadi, lekin u oʻn ikki oylik davr mobaynida jami uch oydan ortiq boʻlmasligi kerak. Agar qonunchilikda boshqacha qoida nazarda tutilmagan boʻlsa, karantin choralari amalga oshirilayotgan, favqulodda h"
TF-IDF+LSA,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,6,UZLLC-LC-A172-U03,0.22733647271045385,False,172,3,"Oʻzbekiston Respublikasining Mehnat kodeksi, 172-modda, U03",Ish beruvchi tomonidan xodimga tegishli boʻlgan barcha summalarni toʻlash xodim bilan mehnat shartnomasi bekor qilingan kunda amalga oshiriladi.
