method,question_id,question_text,question_type,legal_topic,answerability,gold_corpus_ids,rank,retrieved_corpus_id,score,hit,retrieved_article_number,retrieved_unit_number,retrieved_answer_source,retrieved_text
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,1,UZLLC-LC-A3-U01,20.554030059924813,False,3,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 3-modda, U01","Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bogʻliq boʻlgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat: mehnat huquqlarining tengligi, mehnat va mashgʻulotlar sohasida kamsitishni taqiqlash; mehnat erkinligi va majburiy mehnatni taqiqlash; mehnat sohasidagi ijtimoiy sheriklik; mehnat huquqlari taʼminlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi; xodimning huquqiy holati yomonlashishiga yoʻ"
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,2,UZLLC-LC-A2-U01,16.92199727150488,False,2,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 2-modda, U01","Ushbu Kodeksning asosiy vazifalari quyidagilardan iborat: xodimlar mehnat huquqlari va erkinliklarining, shu jumladan mehnat qilishga, erkin ish tanlashga, adolatli va xavfsiz mehnat sharoitlariga hamda ishsizlikdan himoyalanishga boʻlgan huquqining davlat kafolatlarini belgilash; ish beruvchilarning kadrlarni tanlash, joy-joyiga qoʻyish va samarali mehnat jarayonini tashkil etish sohasidagi huquqlari amalga oshirilishini taʼminlash; mehnat sohasida ijtimoiy sheriklikni ragʻbatlantirish va rivoj"
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,3,UZLLC-LC-A248-U01,12.001451718025653,False,248,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 248-modda, U01","Ish haqi asosiy (bazaviy) va qoʻshimcha (oʻzgaruvchan) qismlardan iborat boʻladi. Ish haqining asosiy (bazaviy) qismi ushbu ish beruvchida amalda boʻlgan mehnatga haq toʻlash tizimi asosida belgilanadi va qonunchilikda belgilangan mehnatga haq toʻlashning eng kam miqdoridan kam boʻlmasligi kerak. Ish haqining asosiy (bazaviy) qismi uning doimiy tarkibiy qismi boʻlib, xodimga belgilangan mehnat normalariga (tarif stavkalariga, maoshlarga) koʻra haqiqatda ishlab berilgan vaqt yoki haqiqatda bajari"
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,4,UZLLC-LC-A20-U01,11.915676643111038,False,20,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 20-modda, U01","Mehnat huquqlari va majburiyatlariga ega boʻlish layoqati (mehnatga oid huquq layoqati) hamda fuqaroning (jismoniy shaxsning) oʻz xatti-harakatlari orqali mehnat huquqlariga ega boʻlish va ularni amalga oshirish, oʻzi uchun mehnat majburiyatlarini olish va ularni bajarish layoqati (mehnatga oid muomala layoqati) Oʻzbekiston Respublikasining barcha fuqarolari uchun teng ravishda eʼtirof etiladi. Chet el fuqarolari, fuqaroligi boʻlmagan shaxslar, agar Oʻzbekiston Respublikasining qonunchiligida yo"
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,5,UZLLC-LC-A23-U01,10.835677517433432,False,23,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 23-modda, U01",Ish beruvchi tashkilotlarning mehnatga oid huquq layoqati va muomala layoqati ular belgilangan tartibda davlat roʻyxatidan oʻtkazilgan paytdan eʼtiboran vujudga keladi. Tashkilotlar alohida boʻlinmalarining mehnatga oid huquq layoqati ularning faoliyatini tartibga soluvchi nizomlar tasdiqlangan paytdan eʼtiboran vujudga keladi. Yakka tartibdagi tadbirkor boʻlgan ish beruvchining mehnatga oid huquq layoqati va muomala layoqati u yakka tartibdagi tadbirkor sifatida roʻyxatga olingan paytdan eʼtibo
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,6,UZLLC-LC-A165-U05,9.532806811648284,False,165,5,"Oʻzbekiston Respublikasining Mehnat kodeksi, 165-modda, U05","Xodimni ogohlantirish muddatiga xodimning vaqtincha mehnatga qobiliyatsizlik davrlari, shuningdek uning davlat yoki jamoat majburiyatlarini bajargan vaqti kiritilmaydi, bundan mehnatga oid munosabatlarning tashkilot (uning alohida boʻlinmasi) tugatilganligi munosabati bilan tugatilishi mustasno."
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,7,UZLLC-LC-A216-U01,9.508746205561472,False,216,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 216-modda, U01","Har yilgi mehnat taʼtili dam olish va ishlash qobiliyatini tiklash uchun ish oʻrni (lavozimi) hamda oʻrtacha ish haqi saqlab qolingan holda xodim ishdan ozod etiladigan, xodimga har yili ish yili davomida beriladigan vaqt davridir. Barcha xodimlar, shu jumladan oʻrindoshlik asosida ishlaydigan xodimlar har yilgi mehnat taʼtiliga chiqish huquqiga ega. Har yilgi mehnat taʼtilining turlari quyidagilardan iborat: asosiy mehnat taʼtili (har yilgi asosiy eng kam yoki har yilgi asosiy uzaytirilgan); us"
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,8,UZLLC-LC-A165-U04,8.387820854642817,False,165,4,"Oʻzbekiston Respublikasining Mehnat kodeksi, 165-modda, U04","Xodimni ogohlantirish muddati ichida, bundan mehnatga oid munosabatlarni uning aybli harakatlari (harakatsizligi) munosabati bilan tugatish toʻgʻrisidagi ogohlantirish mustasno, xodimga boshqa ish qidirish uchun haftada kamida bir kun shu vaqt uchun ish haqi saqlangan holda ishga chiqmaslik huquqi beriladi."
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,9,UZLLC-LC-A244-U01,8.199920374762849,False,244,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 244-modda, U01","Mehnat toʻgʻrisidagi qonunchilikda xodimlarning mehnatiga haq toʻlash sohasidagi quyidagi asosiy kafolatlar nazarda tutiladi: mehnatga haq toʻlash sohasida kamsitishni taqiqlash; teng qiymatli mehnat uchun erkaklar va ayollarga teng miqdorda haq toʻlanishini taʼminlash; mehnatga haq toʻlashning eng kam miqdorini belgilash; ish beruvchining oʻz moliyaviy ahvolidan qatʼi nazar, qonunchilikda, mehnat haqidagi boshqa huquqiy hujjatlarda, mehnat shartnomasida belgilangan mehnatga haq toʻlash shartlar"
BM25,Q014,Ish beruvchining asosiy mehnatga oid huquqlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A24-U01,10,UZLLC-LC-A19-U01,7.647262904586671,False,19,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 19-modda, U01","Xodim va ish beruvchi yakka tartibdagi mehnatga oid munosabatlarning subyektlaridir. Mehnatga oid huquq layoqatiga va muomala layoqatiga ega boʻlgan, ushbu Kodeksda belgilangan yoshga yetgan hamda ish beruvchi bilan mehnat shartnomasi tuzgan Oʻzbekiston Respublikasi fuqarolari, shuningdek chet el fuqarolari va fuqaroligi boʻlmagan shaxslar xodimlar boʻlishi mumkin. Quyidagilar ish beruvchilar sifatida ish yuritishi mumkin: mulkchilik shaklidan va idoraviy mansubligidan qatʼi nazar, tashkilotlar;"
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,1,UZLLC-LC-A3-U01,12.771194049120869,False,3,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 3-modda, U01","Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bogʻliq boʻlgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat: mehnat huquqlarining tengligi, mehnat va mashgʻulotlar sohasida kamsitishni taqiqlash; mehnat erkinligi va majburiy mehnatni taqiqlash; mehnat sohasidagi ijtimoiy sheriklik; mehnat huquqlari taʼminlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi; xodimning huquqiy holati yomonlashishiga yoʻ"
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,2,UZLLC-LC-A2-U01,9.511958670323862,False,2,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 2-modda, U01","Ushbu Kodeksning asosiy vazifalari quyidagilardan iborat: xodimlar mehnat huquqlari va erkinliklarining, shu jumladan mehnat qilishga, erkin ish tanlashga, adolatli va xavfsiz mehnat sharoitlariga hamda ishsizlikdan himoyalanishga boʻlgan huquqining davlat kafolatlarini belgilash; ish beruvchilarning kadrlarni tanlash, joy-joyiga qoʻyish va samarali mehnat jarayonini tashkil etish sohasidagi huquqlari amalga oshirilishini taʼminlash; mehnat sohasida ijtimoiy sheriklikni ragʻbatlantirish va rivoj"
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,3,UZLLC-LC-A216-U01,9.508746205561472,False,216,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 216-modda, U01","Har yilgi mehnat taʼtili dam olish va ishlash qobiliyatini tiklash uchun ish oʻrni (lavozimi) hamda oʻrtacha ish haqi saqlab qolingan holda xodim ishdan ozod etiladigan, xodimga har yili ish yili davomida beriladigan vaqt davridir. Barcha xodimlar, shu jumladan oʻrindoshlik asosida ishlaydigan xodimlar har yilgi mehnat taʼtiliga chiqish huquqiga ega. Har yilgi mehnat taʼtilining turlari quyidagilardan iborat: asosiy mehnat taʼtili (har yilgi asosiy eng kam yoki har yilgi asosiy uzaytirilgan); us"
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,4,UZLLC-LC-A248-U01,9.186986361893265,False,248,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 248-modda, U01","Ish haqi asosiy (bazaviy) va qoʻshimcha (oʻzgaruvchan) qismlardan iborat boʻladi. Ish haqining asosiy (bazaviy) qismi ushbu ish beruvchida amalda boʻlgan mehnatga haq toʻlash tizimi asosida belgilanadi va qonunchilikda belgilangan mehnatga haq toʻlashning eng kam miqdoridan kam boʻlmasligi kerak. Ish haqining asosiy (bazaviy) qismi uning doimiy tarkibiy qismi boʻlib, xodimga belgilangan mehnat normalariga (tarif stavkalariga, maoshlarga) koʻra haqiqatda ishlab berilgan vaqt yoki haqiqatda bajari"
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,5,UZLLC-LC-A133-U01,7.555009623651864,False,133,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 133-modda, U01",Mehnat shartnomasini oʻzgartirish asoslari quyidagilardan iborat: mehnat shartlarining oʻzgarishi; xodimning boshqa ishga oʻtkazilishi; ish beruvchining boshqa joyga koʻchishi munosabati bilan joyning oʻzgarishi; xodimning boshqa ish beruvchiga vaqtincha xizmat safariga yuborilishi; mehnat shartnomasida shart qilib koʻrsatilgan ish joyining oʻzgarishi.
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,6,UZLLC-LC-A23-U01,7.5087725552038265,False,23,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 23-modda, U01",Ish beruvchi tashkilotlarning mehnatga oid huquq layoqati va muomala layoqati ular belgilangan tartibda davlat roʻyxatidan oʻtkazilgan paytdan eʼtiboran vujudga keladi. Tashkilotlar alohida boʻlinmalarining mehnatga oid huquq layoqati ularning faoliyatini tartibga soluvchi nizomlar tasdiqlangan paytdan eʼtiboran vujudga keladi. Yakka tartibdagi tadbirkor boʻlgan ish beruvchining mehnatga oid huquq layoqati va muomala layoqati u yakka tartibdagi tadbirkor sifatida roʻyxatga olingan paytdan eʼtibo
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,7,UZLLC-LC-A222-U01,7.085663843786749,False,222,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 222-modda, U01","Har yilgi mehnat taʼtilining umumiy davomiyligini hisoblab chiqarishda qoʻshimcha taʼtillar har yilgi asosiy eng kam taʼtil yoki har yilgi asosiy uzaytirilgan taʼtilga qoʻshib jamlanadi. Barcha hollarda qonunchilik bilan belgilangan taʼtillarni jamlashda ularning davomiyligi bir ish yili uchun ellik olti kalendar kundan oshib ketishi mumkin emas. Ushbu moddaning ikkinchi qismida nazarda tutilgan cheklov qonunchilikda nazarda tutilmagan, jamoa kelishuvlarida, shuningdek jamoa shartnomasida, ish b"
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,8,UZLLC-LC-A201-U01,6.768425008813803,False,201,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 201-modda, U01",Dam olish vaqti xodim mehnat majburiyatlarini bajarishdan ozod boʻlgan va oʻz ixtiyoriga koʻra foydalanishi mumkin boʻlgan vaqtdir. Dam olish vaqtining turlari quyidagilardan iborat: ish kuni (smena) davomidagi tanaffuslar; har kungi (smenalar oraligʻidagi) dam olish; dam olish kunlari (har haftalik uzluksiz dam olish); ishlanmaydigan bayram kunlari; har yilgi asosiy va qoʻshimcha mehnat taʼtillari; xodimning istagiga koʻra dam olish kunida yoki ishlanmaydigan bayram kunida ishlaganlik uchun kom
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,9,UZLLC-LC-A22-U01,6.312039449784195,False,22,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 22-modda, U01","Xodim: mehnat toʻgʻrisidagi qonunchilikka va mehnat haqidagi boshqa huquqiy hujjatlarga, mehnat shartnomalari shartlariga rioya etishi; mehnat shartnomasi bilan oʻz zimmasiga yuklatilgan mehnat majburiyatlarini vijdonan bajarishi; ichki mehnat tartibiga rioya etishi; mehnat intizomiga rioya etishi; belgilangan mehnat normalarini bajarishi; mehnatni muhofaza qilish talablariga, texnologiya intizomiga, mehnat xavfsizligi va ishlab chiqarish sanitariyasi qoidalariga rioya etishi; ish beruvchining m"
BM25,Q015,Ish beruvchining asosiy majburiyatlari nimalardan iborat?,terminology,employment_subjects_rights_duties,answerable,UZLLC-LC-A25-U01,10,UZLLC-LC-A270-U01,6.275601782821001,False,270,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 270-modda, U01","Har bir toʻlov chogʻida ish haqidan ushlab qolingan mablagʻlarning umumiy summasi xodimga haqiqatda hisoblangan ish haqining ellik foizidan oshishi mumkin emas. Ushbu moddaning birinchi qismida belgilangan cheklov aliment majburiyatlari boʻyicha qarzdorlikni, shuningdek axloq tuzatish ishlari tarzida jazo tayinlangan xodimning ish haqini ushlab qolishga nisbatan tatbiq etilmaydi. Bunday hollarda jazodan va aliment majburiyatlari boʻyicha qarzdorlikdan ushlab qolish miqdori xodimga haqiqatda hiso"
BM25,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,1,UZLLC-LC-A103-U01,14.532239114739445,True,103,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 103-modda, U01","Mehnat shartnomasi xodim va ish beruvchi oʻrtasidagi taraflarning oʻzaro huquqlari hamda majburiyatlarini belgilovchi kelishuv boʻlib, unga muvofiq xodim ish beruvchining manfaatini koʻzlab, ushbu kelishuvda belgilangan mehnat vazifasini uning rahbarligi va nazorati ostida shaxsan bajarish, ichki mehnat qoidalariga rioya etish majburiyatini, ish beruvchi esa xodimga shartlashilgan mehnat vazifasi boʻyicha ish berish, xodimga ish haqini oʻz vaqtida hamda toʻliq miqdorda toʻlash, mehnat toʻgʻrisid"
BM25,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,2,UZLLC-LC-A186-U01,8.409957959856152,False,186,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 186-modda, U01","Mehnat shartnomasi taraflarining kelishuviga koʻra xodimga ishga qabul qilish chogʻida va keyinchalik toʻliqsiz ish vaqti (toʻliqsiz ish kuni (smena) va (yoki) toʻliqsiz ish haftasi, shu jumladan ish kunini qismlarga boʻlgan holda) belgilanishi mumkin. Toʻliqsiz ish vaqti ham muddati cheklanmagan holda, ham mehnat shartnomasi taraflari kelishgan har qanday muddatga belgilanishi mumkin. Ish beruvchi: ushbu Kodeksning 398-moddasiga muvofiq homilador ayolning, oʻn toʻrt yoshgacha boʻlgan bola (oʻn "
BM25,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,3,UZLLC-LC-A351-U01,7.788081930386296,False,351,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 351-modda, U01","Mehnatni muhofaza qilish mehnat jarayonida insonning xavfsizligini, hayoti va sogʻligʻi, ish qobiliyati saqlanishini taʼminlashga doir huquqiy, ijtimoiy-iqtisodiy, tashkiliy, texnikaviy, sanitariya-gigiyena, davolash-profilaktika, reabilitatsiya tadbirlari va vositalari tizimidir."
BM25,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,4,UZLLC-LC-A173-U05,7.482278896224557,False,173,5,"Oʻzbekiston Respublikasining Mehnat kodeksi, 173-modda, U05","Xodimning aybli harakatlari (harakatsizligi) bilan bogʻliq boʻlgan asoslarga koʻra xodimlar bilan mehnat shartnomasi bekor qilingan taqdirda jamoa kelishuvlarida, shuningdek jamoa shartnomasida, ichki hujjatlarda, mehnat shartnomasida yoxud ish beruvchining, yuridik shaxs vakolatli organlarining, tashkilot mulkdorining yoki mulkdorlar tomonidan vakolat berilgan shaxslarning qarorlarida xodimlarga ishdan boʻshatish nafaqalarini, kompensatsiyalarni toʻlash va (yoki) ularga har qanday shaklda biror"
BM25,Q016,Mehnat shartnomasi tushunchasi va taraflari qanday belgilanadi?,terminology,employment_contract_general,answerable,UZLLC-LC-A103-U01,5,UZLLC-LC-A134-U01,7.43666410612424,False,134,1,"Oʻzbekiston Respublikasining Mehnat kodeksi, 134-modda, U01","Mehnat shartlari deganda ish beruvchi bilan tuzilgan mehnat shartnomasiga muvofiq xodimning mehnat faoliyati amalga oshiriladigan ijtimoiy va ishlab chiqarish omillarining majmui tushuniladi. Ijtimoiy omillar jumlasiga mehnatga haq toʻlash miqdori, ish vaqtining, taʼtilning davomiyligi va boshqa shartlar kiradi. Ishlab chiqarish omillari jumlasiga texnika, sanitariya, gigiyenaga oid, ishlab chiqarish-maishiy va boshqa shartlar kiradi."
